Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
423785;51107481000170;EVOLUO ADMINISTRADORA DE BENEFICIOS LTDA ;AFFIANCE;Administradora de Benefcios;RUA ITUIUTABA;340;2 ANDAR PARTE;PRADO;Belo Horizonte;MG;30411023;31.0;31913900.0;;administrativo@affiancelife.com.br;FERNANDO ALVES VIEIRA ;SOCIO ADMINISTRADOR ;;2023-10-02
421642;31763326000102;EXCELNCIA PLANO DE SADE S/A;;Medicina de Grupo;Rua Castelo Branco;676;;Praia da Costa;Vila Velha;ES;29101480;27.0;998660566.0;;jumarcanedo@gmail.com;PAULO ROBERTO CORSI LELLIS;DIRETOR PRESIDENTE;5.0;2019-04-16
414204;1747987000175;EXTRAMED ADMINISTRAO E SERVIOS MDICOS LTDA;EXTRAMED;Administradora de Benefcios;RUA DESEMBARGADOR CLOTARIO PORTUGAL;243;;ALTO SAO FRANCISCO;Curitiba;PR;80410220;41.0;30688728.0;30688714.0;extramed@extramed.com.br;ILEANA MARIA IGLESIAS TEIXEIRA MOURA;DIRETORA PRESIDENTE;1.0;2001-08-28
423777;11641931000195;FEBRAFITE SAUDE;FEBRAFITE SAUDE;Autogesto;Q SRTVN;QUADRA 702 ;BLOCO P SALA 1057;ASA NORTE;Braslia;DF;70719900;61.0;3328290733281486.0;;febrafitesaude@febrafite.org.br;CLEUDES CERQUEIRA DE FREITAS;DIRETOR PRESIDENTE;;2024-03-04
423581;49390919000128;FEDERAL ADMINISTRADORA DE BENEFICIOS LTDA;FEDERAL ADMINISTRADORA DE BENEFICIOS;Administradora de Benefcios;ST SRTVS QD. 701 CONJUNTO E BLOCO 3 SALA;S/N;;ASA SUL;Braslia;DF;70340901;21.0;988812666.0;;levi@federaladm.com.br;LEVI PEREIRA FIGUEIREDO NETO;ADMINISTRADOR;;2023-06-26
415626;7270625000112;FEDERAO DAS COOP ODONTOLGICAS DO ESTADO DE SANTA CATARINA;UNIODONTO CATARINENSE;Cooperativa odontolgica;RUA JOAO PESSOA;10;CASA;VELHA;Blumenau;SC;89036000;47.0;30418070.0;30418070.0;cpd@uniodontosc.com.br;MARCOS ADOLF PRINZ;Presidente;5.0;2006-05-11
313971;84112481000117;FEDERAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MDICO DO ACRE, AMAP, AMAZONAS, PAR, RONDONIA E RORAIMA;FAMA;Cooperativa Mdica;RUA RIO AMAPA;374;CJ VIEIRA ALVES;NOSSA SRA DAS GRAAS;Manaus;AM;69053150;92.0;33038002.0;32330416.0;contabilidade@unimedfama.com.br;WILSON YOSHIMITSU NIWA;PRESIDENTE;5.0;1998-12-21
410888;3637776000105;FILOSANITAS SAUDE LTDA;SANTA FILOMENA SAUDE;Medicina de Grupo;Avenida Dois ;470;;CENTRO;Rio Claro;SP;13500410;19.0;35334200.0;35334200.0;filosanitas@santafilomena.com.br;LAFAYETTE PARREIRA DUARTE;DIRETOR ADMINISTRATIVO;6.0;2000-03-03
423921;52174905000181;FOX SADE ASSISTNCIA MDICA INTEGRADA LTDA;FOX SADE;Medicina de Grupo;Rua Estado de Israel;262;Sala 0906;Ilha do Leite;Recife;PE;50070415;21.0;39535406.0;;Joao.figueiredo@foxsaude.com.br;JOO DE FIGUEIREDO PEREIRA CURADO;SOCIO ADMINISTRADOR ;;2024-03-25
419818;9030500000140;FR PLANO ODONTOLGICO LTDA;LODONTO ESPAO DO SORRISO;Odontologia de Grupo;RUA EULLIA SILVA;138;3 ANDAR;JARDIM FACULDADE;Sorocaba;SP;18030230;12.0;34263335.0;;MRMAGACHO@IG.COM.BR;MAURICIO RICCIOPPO MAGACHO;SCIO ADMINISTRADOR;5.0;2015-07-14
370592;2618303000106;FUNASA SADE;FUNASA SADE;Medicina de Grupo;AV.EPITCIO PESSOA;1250;SL408 E OUTRAS;TORRE;Joo Pessoa;PB;58039040;83.0;32430911.0;32444220.0;diretoria@funasasaude.com.br;DANIELITA PINTO DE MORAIS;PRESIDENTE;5.0;1998-12-28
329665;580481000151;FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV;CAPITAL PREV - FUNDACAO CAPITAL PREVIDENCIA E SAUDE;Autogesto;AV. PRINCESA ISABEL;574;Sl 1303 a 1314 - BLOCO A - ED. PALAS CEN;CENTRO;Vitria;ES;29010930;27.0;21223900.0;21223931.0;faleconosco@capitalprev.com.br;ALINE FARDIM BORELLI;DIRETORA DE SEGURIDADE;5.0;1998-12-28
410292;60499365000134;FUNDACAO LEONOR DE BARROS CAMARGO;FUNDACAO LEONOR DE BARROS CAMARGO;Filantropia;AV.SAO GABRIEL ;201;16. ANDAR CONJ. 1606;JARDIM PAULISTA;So Paulo;SP;1435001;19.0;38018200.0;38018200.0;haoc@haoc.org.br;RENATO SARGO;SUPERINTENDENTE;5.0;1999-12-20
307751;12585261000108;FUNDAAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;COMPESAPREV;Autogesto;RUA AUGUSTO RODRIGUES;60;;TORREO;Recife;PE;52030180;81.0;33662434.0;33662422.0;compesaprev@compesaprev.com.br;ALEXANDRE ARAUJO DE MORAES;DIRETOR PRESIDENTE;3.0;1998-12-28
315567;660903000107;FUNDAO AFFEMG DE ASSISTNCIA E SADE - FUNDAFFEMG;FUNDAFFEMG;Autogesto;RUA SERGIPE;893;;FUNCIONRIOS;Belo Horizonte;MG;30130171;3.0;121035858.0;121035890.0;fundaffemg@fundaffemg.com.br;MUNIR NACIF MITRE;DIRETOR PRESIDENTE;3.0;1998-12-21
346926;628107000189;FUNDAO ASSISTENCIAL DOS SERVIDORES DO MINISTRIO DA FAZENDA;FUNDAO ASSEFAZ;Autogesto;SCS QD. 4 BLOCO A ED. ASSEFAZ;1;;ASA SUL;Braslia;DF;70304908;61.0;32180100.0;32180105.0;assefaz@assefaz.org.br;GILDENORA BATISTA DANTAS;DIRETORA PRESIDENTE;1.0;1998-12-16
315044;82956996000178;FUNDAO CELESC DE SEGURIDADE SOCIAL - CELOS;FUNDAO CELESC;Autogesto;AV. HERCILIO LUZ;639;7 ANDAR;CENTRO;Florianpolis;SC;88020000;48.0;32219510.0;32219510.0;dvrs@celos.com.br;PAULO CSAR DA SILVEIRA;Diretor de Seguridade;6.0;1998-12-21
315478;62465117000106;FUNDAO CESP;VIVEST;Autogesto;ALAMEDA SANTOS;2477;10  ANDAR;CERQUEIRA CESAR;So Paulo;SP;1419907;11.0;30683100.0;30683049.0;saude@vivest.com.br;WALTER MENDES DE OLIVEIRA FILHO;DIRETOR PRESIDENTE;2.0;1998-12-29
317233;42160192000143;FUNDAO CHESF DE ASSISTNCIA E SEGURIDADE SOCIAL;FACHESF;Autogesto;RUA DO PAISSANDU;58;;BOA VISTA;Recife;PE;50070205;81.0;34127555.0;;ans@fachesf.com.br;ARMANDO JOS PEREIRA DE BARROS;PRESIDENTE;3.0;1998-12-24
355151;75054940000162;FUNDAO COPEL DE PREVIDNCIA E ASSISTNCIA SOCIAL;FUNDAO COPEL;Autogesto;RUA TREZE DE MAIO;616;;SO FRANCISCO;Curitiba;PR;80510030;41.0;38836000.0;38836018.0;ans@fcopel.org.br;HEMERSON LUIZ BARBOSA PEDROSO;DIRETOR DE SEGURIDADE;3.0;1998-12-29
339636;397695000197;FUNDAO DE ASSISTNCIA E PREVIDNCIA SOCIAL DO BNDES;FUNDAO DE ASSISTNCIA E PREVIDNCIA SOCIAL DO BNDES;Autogesto;AV REPBLICA DO CHILE;230;5, 8 E 9  ANDAR;CENTRO;Rio de Janeiro;RJ;20031170;21.0;38205200.0;;fernanda.farias@fapes.com.br;MARCELO DE FIGUEIREDO ALVES;Diretor de Seguridade;4.0;1998-12-24
420701;25063964000100;FUNDAO DE ASSISTNCIA  SADE DA ASSOCIAO DO MINISTRIO PBLICO DO RIO GRANDE DO SUL;FAS/AMP/RS;Autogesto;AV. AURELIANO DE FIGUEIREDO PINTO;501;;PRAIA DE BELAS;Porto Alegre;RS;90050191;51.0;30222434.0;;contato@fasamprs.com.br;CLAUDIO BONATTO;DIRETOR PRESIDENTE;3.0;2017-01-27
311359;304148000110;FUNDAO DE SADE ITAIGUAPY;HOSPITAL MINISTRO COSTA CAVALCANTI - PLANO DE SADE ITAMED;Medicina de Grupo;AV. GRAMADO;580;;"VILA ""A""";Foz do Iguau;PR;85860460;45.0;35768011.0;35768060.0;diretoria@hmcc.com.br;GILMA R DE OLIVEIRA;DIRETOR SUPERINTENDENTE;3.0;1998-12-23
330809;31787625000179;FUNDAO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST;FUNSSEST;Autogesto;AV. BRIGADEIRO EDUARDO GOMES;526;POLO INDUSTRIAL TUBARO;SERRA;Serra;ES;29160904;27.0;33481210.0;33282245.0;saude.odonto@funssest.com.br;ALESSANDRA CRISTINA DE OLIVEIRA COSTA;DIRETORA EXECUTIVA;6.0;1998-12-29
418285;12838821000180;FUNDAO FIAT SADE E BEM ESTAR;STELLANTIS SAUDE MG;Autogesto;AV. CONTORNO;3455; GALPO 6, 2 ANDAR, PARTE A;PAULO CAMILO;Betim;MG;32669900;31.0;34023812.0;;juridicostellantissaude@stellantis.com;CRISTIANE DE OLIVEIRA ROQUE PAIXO;REPRESENTANTE LEGAL;4.0;2011-11-10
323942;26150979000178;FUNDAO FILANTRPICA E BENEFICENTE DE SADE ARNALDO GAVAZZA FILHO;HOSPITAL ARNALDO GAVAZZA FILHO;Filantropia;AV. DR. JOSE GROSSI;16;;GUARAPIRANGA;Ponte Nova;MG;35430213;31.0;38195000.0;38195001.0;hagf@gavazza.com.br;LUCIMAR REGINA DE OLIVEIRA FONSECA;SUPERINTENDENTE EXECUTIVO ADJ;5.0;1998-12-30
378216;20119509000165;FUNDAO LIBERTAS DE SEGURIDADE SOCIAL;FUNDAO LIBERTAS;Autogesto;AV. LVARES CABRAL;200;8 ANDAR;CENTRO;Belo Horizonte;MG;30170000;31.0;21113700.0;21113687.0;compliance@fundacaolibertas.com.br;RODRIGO EUSTAQUIO BARBOSA BARATA;DIRETOR PRESIDENTE;4.0;1998-12-28
418501;14408631000159;FUNDAO PLAMHUV - PLANO MDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIOSA;PLAMHUV;Medicina de Grupo;TRAVESSA DR. FELCIO BRANDI;22;LOJA 01 - ED REGINA LOPES DOS SANTOS;CENTRO;Viosa;MG;36570000;;;;plamhuv@plamhuv.com.br;JULISMAR MARQUES DIVINO;REPRESENTANTE LEGAL;6.0;2012-05-03
338648;77375897000162;FUNDAO SANEPAR DE ASSISTNCIA SOCIAL;FUNDAO SANEPAR DE ASSISTNCIA SOCIAL;Autogesto;Rua Emiliano Perneta;777;;CENTRO;Curitiba;PR;80420080;41.0;33079100.0;;nju@fusan.com.br;CLUDIA TRINDADE;DIRETORA PRESIDENTE;3.0;1998-12-17
312126;73809352000166;FUNDAO SADE ITA;FUNDAO SADE ITA;Autogesto;RUA CURITIBA;689;11 ANDAR;CENTRO;Belo Horizonte;MG;30170120;11.0;27331283.0;;fabiana.duarte@itau-unibanco.com.br;DIEGO ALTAREJO MUNHOZ;REPRESENTANTE;1.0;1998-12-17
339954;19878404000100;FUNDAO SO FRANCISCO XAVIER;HOSPITAL MRCIO CUNHA;Filantropia;AV. KIYOSHI TSUNAWAKI;41;;BAIRRO DAS GUAS;Ipatinga;MG;35160158;31.0;38299050.0;38251264.0;usisaude@fsfx.com.br;FLAVIANO FEU VENTORIM;Diretor Presidente;4.0;1998-12-16
418129;13026081000140;FUNDO DE ASSISTNCIA MDICO-HOSPITALAR DO MINISTRIO PBLICO;FAMEH/MP;Autogesto;RUA MENDEL;306;SALA 1;CARAND BOSQUE I;Campo Grande;MS;79032320;67.0;33263882.0;;fameh.mp@fameh.org.br;EDGAR ROBERTO LEMOS DE MIRANDA;DIRETOR PRESIDENTE;3.0;2011-07-13
414689;4839091000104;FUNDO DE ASSISTNCIA  SADE DOS FUNCIONRIOS DO BEC;FAMED;Autogesto;RUA ANTONIO AUGUSTO;1271;SL 301;ALDEOTA;Fortaleza;CE;60110370;85.0;32521826.0;32521118.0;saudefamed@gmail.com;JOS EDMAR LIMA MELO;PRESIDENTE;5.0;2003-10-17
409286;68687722000108;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP;LIFE LAGOS SAUDE;Medicina de Grupo;AVENIDA SO PEDRO ;455;;ESTAO ;So Pedro da Aldeia;RJ;28940000;2.0;226211165.0;226211165.0;administracao@lifelagos.com.br;TERESINHA GOMES DA SILVA;SOCIA GERENTE;6.0;1999-10-22
419443;16692996000183;G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME;;Administradora de Benefcios;RUA DA ASSEMBLEIA ;10;SALAS 2001 A 2003;CENTRO;Rio de Janeiro;RJ;20011000;21.0;35531692.0;;juridico@g2cadministradora.com.br;SERGIO BASTOS GUIMARES;ADMINISTRADOR;3.0;2014-08-13
407011;2009924000184;GAMA SAUDE LTDA.;GAMA SAUDE LTDA.;Medicina de Grupo;ALAMEDA XINGU;512;17 ANDAR, SALA 1704;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;6455030;11.0;33368624.0;41977862.0;juridico.gama@gamasaude.com.br;LEONARDO SERVOLO DE OLIVEIRA;DIRETOR;1.0;1999-08-03
343064;45572583000163;GARANTIA DE SADE LTDA;GARANTIA DE SADE;Medicina de Grupo;RUA AMRICO GOMES DA COSTA;114;;VILA AMERICANA;So Paulo;SP;8010120;11.0;20588500.0;;demandainicial.ans@garantiasaude.com.br;JOSE KRAUTHAMER;DIRETOR;4.0;1998-12-22
419931;10547779000113;GEAC - GERENCIAMENTO EMPRESARIAL LTDA;;Administradora de Benefcios;RUA DOM PEDRO II;54;SALA 506;CENTRO;Santos;SP;11010080;13.0;32335351.0;;joaobolzan@uol.com;JOO BOLZAN NETO;ADMINISTRADOR;6.0;2015-10-28
323080;3658432000182;GEAP AUTOGESTO EM SADE;GEAP;Autogesto;TERRAO SHOPPING SHC-AO SUL, EA 02/08 LO;05;TR.B 3 ANDAR;OCTOGONAL SUL;Braslia;DF;70660900;61.0;21034569.0;;ans@geap.com.br;DOUGLAS VICENTE FIGUEREDO;DIRETOR-PRESIDENTE;1.0;1998-12-22
424226;39734514000106;GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.;;Administradora de Benefcios;RUA BARO DE ITAPETININGA;125;CONJ. 11;REPUBLICA;So Paulo;SP;10420010;11.0;9788169768.0;;gestaovidaadm@gmail.com;CLAUDINEI GONCALEZ;SOCIO ADMINISTRADOR;;2024-12-16
423076;43607343000121;GESTO ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefcios;RUA DO CARMO;08;6 ANDAR;CENTRO;Rio de Janeiro;RJ;20011020;;;;diretoria@gestaoplanodesaude.com.br;MATHEUS MOURA DE LIMA;REPRESENTANTE LEGAL;;2021-10-26
416819;58512310000175;GKN DO BRASIL LTDA;;Autogesto;RUA JOAQUIM SILVEIRA;557;PARQUE SAO SEBASTIAO;PASSO DA MANGUEIRA;Porto Alegre;RS;91060320;51.0;33499491.0;33499210.0;claudio.raiter@gkndriveline.com;CLAUDIO FERNANDO CIPOLATTI RAITER;DIRETOR DE RH;4.0;2009-01-16
422258;31069197000149;GLOBAL-AL ADMINISTRADORA DE BENEFCIOS LTDA;GLOBAL ADMINISTRADORA DE BENEFCIOS LTDA;Administradora de Benefcios;R Doutor Pedro Correia;05;Sala 09;Centro;Arapiraca;AL;57300400;82.0;996964041.0;;administracao@globalalbeneficios.com.br;ANTONIO SOARES RODRIGUES NETO;Administrador;6.0;2020-08-04
422681;40187311000126;GOCARE PLANOS DE SAUDE LTDA;;Medicina de Grupo;RUA ERASMO BRAGA;1175;;JARDIM CHAPADAO;Campinas;SP;13070147;19.0;31992588.0;;presidencia@gocaresaude.com.br;TNIA MARA MACHADO ANTONIO;scia administradora;;2021-03-04
423726;50354200000110;GOLD PLAN EMPREENDIMENTOS LTDA;GOLD PLAN.;Odontologia de Grupo;RUA ANTONIO NOVATO;16;SALA 4;CENTRO;Par de Minas;MG;35660008;37.0;32317525.0;;comercial@goldplanodonto.com.br;THIAGO SOARES DA COSTA;DIRETOR PRESIDENTE;;2023-09-25
309222;31925548000176;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA;ASSIM SADE;Medicina de Grupo;AV. PRESIDENTE VARGAS ;914;LOJAS A e B, salas 310,410,510,610,710;CENTRO;Rio de Janeiro;RJ;20071001;21.0;21029781.0;21029722.0;assim@assim.com.br;CSAR ROBERTO MIRANDA RODRIGUES;DIRETOR FINANCEIRO;3.0;1998-12-18
413160;4165719000133;GS PLANO GLOBAL DE SADE LTDA;GS;Medicina de Grupo;RUA FERNANDO BIZZOTO;90;A;CENTRO;Nova Friburgo;RJ;28613040;22.0;25245500.0;;planogs@planogs.com.br;JOS CARLOS VERBICRIO DANTAS DOS SANTOS JNIOR;DIRETOR ADMINISTRATIVO;5.0;2001-02-16
350249;2668512000156;H.B. SADE S/A.;HB SADE;Medicina de Grupo;AV. JOS MUNIA;6250;;JARDIM FRANCISCO FERNANDES;So Jos do Rio Preto;SP;15090275;;;;cians@hapvida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE LEGAL DA OPERADORA;5.0;1998-12-16
423122;20973213000107;H2U ADMINISTRADORA DE BENEFICIOS LTDA.;H2U ADMINISTRADORA;Administradora de Benefcios;RUA PEDRO ALVIM;55-A;SALA 2;VILA JUNQUEIRA;Atibaia;SP;12941710;11.0;947339391.0;;alex@searoute.com.br;ALEX SANDRO RONCALLE CONSONI FERREIRA;ADMINISTRADOR;5.0;2022-01-04
368253;63554067000198;HAPVIDA ASSISTENCIA MEDICA S.A.;HAPVIDA;Medicina de Grupo;AV HERCLITO GRAA;406;2 ANDAR;CENTRO;Fortaleza;CE;60140060;85.0;32559189.0;;ans.ndi@hapvida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE DA PESSOA JURDICA JUNTO A;5.0;1998-12-17
414352;5011316000100;HBC SADE LTDA.;HBC SADE;Medicina de Grupo;AVENIDA GUARULHOS;239;;PARQUE ESTRELA - CENTRO;Guarulhos;SP;7023000;11.0;24423344.0;26032177.0;controladoria@hbcsaude.com.br;FABIO FARINELLI;REPRESENTANTE LEGAL;6.0;2002-08-06
417611;10846369000173;HEALTH ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefcios;RUA CONCEIO DE MONTE ALEGRE;198;CONJ 91 - 9 ANDAR;BROOKLIN PAULISTA;So Paulo;SP;4563060;11.0;37772470.0;;health@healthbr.com.br;ARNALDO DA SILVA CESAR COUTINHO;ADMINISTRADOR;6.0;2010-11-04
421723;27047334000177;HEALTH-MED SISTEMA DE SAUDE LTDA;HEALTH-MED;Medicina de Grupo;AVENIDA RIO BRANCO;125;15 ANDAR;CENTRO;Rio de Janeiro;RJ;20040006;21.0;36130001.0;;juridico-nw@healthmedsaude.com.br;MARIA GERALDINE COUCEIRO;SOCIA ADMINISTRADORA;4.0;2019-04-30
419303;18918915000146;HEBROM ADMINISTRADORA DE BENEFICIOS LTDA. - ME;;Administradora de Benefcios;RUA CONSELHEIRO CRISPINIANO;69;SALA 72;REPUBLICA;So Paulo;SP;1037001;11.0;31512488.0;31512488.0;TONYYRODRIGO@HOTMAIL.COM;ANTONIO RODRIGUES FILHO;SCIO ADMINISTRADOR;2.0;2014-02-25
423670;49960804000121;HES PLANO DE SAUDE LTDA;;Odontologia de Grupo;RUA VILAGRA CABRITA;986;SALA C;CENTRO;Ji-Paran;RO;76900018;69.0;34221788.0;;planodontohes@gmail.com;SANDRO LUCIO DA SILVA;ADMINISTRADOR;;2023-08-07
424137;54579080000100;HOME ADMINISTRADORA DE BENEFCIOS LTDA;HOME BENEFICIOS;Administradora de Benefcios;AV PRESIDENTE GETULIO VARGAS;2707;SALA 04;CENTRO;Floresta;PR;87120000;44.0;303151517.0;;contas@cdmseguros.com.br;ORLANDO TELLES WHATELY;Scio Administrador;;2024-06-17
416398;885918000165;HOSPITAIS E CLNICAS DO PIAU S/S LTDA;INTERMED;Medicina de Grupo;RUA AMAP;65;;ILHOTAS;Teresina;PI;64001140;;;;assuntosregulatorios@intermed-pi.com.br;NEWTON NUNES DE LIMA FILHO;REPRESENTANTE JUNTO  ANS;5.0;2007-09-26
314706;22263081000155;HOSPITAL CESAR LEITE;HOSPITAL CESAR LEITE;Filantropia;PRAA DR CSAR LEITE;383;;CENTRO;Manhuau;MG;36900000;33.0;33311700.0;33313470.0;plancelhcl@gmail.com;LEANDRO SATLER CAMPOS;DIRETOR DO PLANCEL;6.0;1998-12-22
420930;77893469000121;HOSPITAL DE CARIDADE SO VICENTE DE PAULO;HOSPITAL DE CARIDADE SO VICENTE DE PAULO;Filantropia;RUA MARECHAL FLORIANO PEIXOTO;1059;;CENTRO;Guarapuava;PR;85010270;42.0;36217800.0;;direcao@hospitalsaovicente.org.br;HUBERTO JOS LIMBERGER;PROVEDOR;5.0;2017-10-25
424391;92030543000170;HOSPITAL DE CLNICAS DE PASSO FUNDO;HC HCPF;Filantropia;Rua Tiradentes;295;;Centro;Passo Fundo;RS;99010260;54.0;21033370.0;;ines.xavier@hcpf.com.br;PAULO ADIL FERENCI;Presidente;;2025-03-24
341941;90619818000180;HOSPITAL DE PRONTOCLINICA LTDA.;HOSPITAL DE PRONTOCLINICA LTDA.;Medicina de Grupo;RUA ARTHUR LEITE;37;;CENTRO;Passo Fundo;RS;99020220;54.0;33135100.0;543135492.0;planodesaude@prontoclinicas.com.br;JULMAR INACIO BIANCINI;RESPONSAVEL TECNICO;6.0;1998-12-22
421626;16676520000159;HOSPITAL MATER DEI SA ;;Autogesto;Rua Mato Grosso;1100;S/N;Santo Agostinho;Belo Horizonte;MG;30190088;31.0;33399199.0;;materdeisaude@materdei.com.br;HENRIQUE MORAES SALVADOR SILVA;Diretor Presidente;;2019-02-18
424129;3284505000113;HOSPITAL MATERNIDADE SO VICENTE DE PAULO;HOSPITAL MATERNIDADE SO VICENTE DE PAULO;Filantropia;Av. Cel. Joo Coelho;299;;Centro;Barbalha;CE;63090009;88.0;988428868.0;;projetos@saovicente.org.br;SHAIRON ALEXANDRE LANDIM ROLIM;Representante da Operador;;2024-06-17
363189;3044492000105;HOSPITAL S.P. LTDA.;PRONTOCLNICA;Medicina de Grupo;RUA BENTO GONALVES ;578;CONJ. 910;CENTRO;Passo Fundo;RS;99010010;54.0;84016629.0;;seta.hospitalsp@gmail.com;JULMAR INCIO BIANCINI;SOCIO DIRETOR;5.0;1998-12-22
342955;29780384000194;HSMED SAUDE LTDA;HSMED SADE;Medicina de Grupo;AV. PASTOR MARTIN LUTHER KING JUNIOR;7.406;;IRAJ;Rio de Janeiro;RJ;21235000;;;;direcao.climesa@gmail.com;PABLO LIMA DE MENDONCA;SOCIO ADMINISTRADOR;4.0;1999-01-06
423343;46316638000137;HUB HEALTH ADMINISTRADORA DE BENEFICIOS LTDA ;HUB HEALTH  ;Administradora de Benefcios;AVENIDA RIO BRANCO;26;SBL;CENTRO;Rio de Janeiro;RJ;20090001;;;;ronaldo@dcampos.com.br;VALDEMES MARIA BEZERRA DA SILVA ;SOCIA - ADMINISTRADORA;;2022-07-21
348180;95642179000197;HUMANA SADE LTDA.;HUMANA SADE;Medicina de Grupo;AVENIDA BRASIL;3825;;ZONA 01;Maring;PR;1431001;44.0;30282000.0;;fabio.hirota@athenasaude.com.br;FBIO MINAMISAWA HIROTA;REPRESENTANTE;1.0;1998-12-22
357511;361325000108;HUMANA SADE NORDESTE LTDA. ;HUMANA SAUDE;Medicina de Grupo;AV. FREI SERAFIM;2155;;CENTRO;Teresina;PI;64000020;86.0;32232233.0;32237440.0;humana@humanasaude.com.br;FBIO MINAMISAWA HIROTA;REPRESENTANTE;2.0;1998-12-29
417050;9298037000112;IBBCA 2008 GESTO EM SADE LTDA;IBBCA GESTO;Administradora de Benefcios;AV. JOS SILVA DE AZEVEDO NETO;200;EVOLUTION 3 BL. 2 GRUPOS 101, 103 E 108;BARRA DA TIJUCA;Rio de Janeiro;RJ;22775056;21.0;36132400.0;39745550.0;monica.bispo@ibbca.com.br;MONICA BASUS BISPO;REPRESENTANTE;4.0;2009-07-31
423840;51380961000100;IDEAL ADMINISTRADORA DE BENEFICIOS LTDA;IDEALL SOLUES EM SAUDE E VIDA;Administradora de Benefcios;AVENIDA RIO GRANDE DO SUL;1421;;CENTRO;Marechal Cndido Rondon;PR;85690000;45.0;20388000.0;;ANACAROLINASEYBOTH@GMAIL.COM;ANA CAROLINA HILDEBRAND SEYBOTH;SCIA ADMINISTRADORA;;2024-01-02
414921;1176747000168;IDEAL ODONTO ASSISTNCIA ODONTOLGICA LTDA.;;Odontologia de Grupo;Rua Alexandre Dumas;2100;12 andar;Chcara Santo Antnio ;So Paulo;SP;4717913;;;;josepaulo@me.com;JOS PAULO PEREIRA SILVA;SCIO ADMINISTRADOR;4.0;2004-08-17
420751;26032244000140;IDEAL SADE ASSISTNCIA MDICA AMBULATORIAL LTDA;IDEAL SADE;Medicina de Grupo;Setor SCIA Quadra 14 Conjunto 3;LOTE 03;Zona Industrial (Guar),;GUARA;Braslia;DF;71250115;61.0;32421250.0;;diretoria@planoidealsaude.com.br;WILMA SALVIANO DE MEDEIROS MATOS;SCIO ADMINISTRADOR;4.0;2017-01-18
414557;16482945000127;IDENTAL ASSISTNCIA ODONTOLGICA LTDA - ME;IDENTAL;Odontologia de Grupo;RUA SO PEDRO;88;SALA 201/EDIF SAFIRA;RIO VERMELHO;Salvador;BA;41920260;71.0;40039292.0;34832717.0;contabilidade@atemde.com.br;ANTNIO CLEITON VIEIRA GURGEL;DIR. ADMINISTRATIVO/FINANCEIRO;5.0;2003-04-08
424277;57395677000193;IMPERIUM OPERADORA DE PLANOS DE SAUDE S/A;;Medicina de Grupo;AVENIDA RIO BRANCO;1;SALA 1605;CENTRO ;Rio de Janeiro;RJ;20090907;21.0;999434833.0;;leonardo@unimedicasaude.com;AROLO JOSE AIRES DA CRUS;REPRESENTANTE JUNTO  ANS;;2025-01-13
421812;30095515000183;IMPETU ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefcios;AVENIDA REPUBLICA ARGENTINA;1336;CJ 1216 - ANDAR 12 - COND. INSPIRA BUSIN;VILA IZABEL;Curitiba;PR;80620010;11.0;48902259.0;;contato@impetu.com.br;JULIANA JOSE DOS SANTOS OLIVEIRA;SCIA- ADMINISTRADORA;6.0;2019-08-23
418277;13412400000156;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;Administradora de Benefcios;RUA DOUTOR CARVALHO DE MENDONA;238;CONJUNTO 66;VILA BELMIRO;Santos;SP;11070101;13.0;33275089.0;33275089.0;INDEPENDENCIA@ADMINDEPENDENCIA.COM.BR;JOO BOLZAN NETO;REPRESENTANTE LEGAL;6.0;2011-11-10
329282;322818000120;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;Autogesto;AVENIDA REPBLICA DO CHILE;230;SALAS 2401 A 2501;CENTRO;Rio de Janeiro;RJ;20031919;24.0;33578835.0;33578830.0;codep-planomedico@inb.gov.br;ANDR LUIZ LEITE;GERENTE DE RECURSOS HUMANOS;4.0;1998-12-28
